0.00,-3.285600,52.7693939,0.0,
10.00,-3.283716,52.7691461,0.0,
20.00,-3.272718,52.766067199999995,0.0,
30.00,-3.271216,52.765352799999995,0.0,
40.00,-3.269828,52.7643256,0.0,
50.00,-3.268029,52.7632931,0.0,
60.00,-3.266138,52.7622098,0.0,
70.00,-3.264234,52.760959799999995,0.0,
80.00,-3.262746,52.7594134,0.0,
90.00,-3.260180,52.758495599999996,0.0,
100.00,-3.257146,52.7582934,0.0,
110.00,-3.254105,52.7585255,0.0,
120.00,-3.251304,52.7584683,0.0,
130.00,-3.248618,52.7579207,0.0,
140.00,-3.245789,52.7576207,0.0,
150.00,-3.242935,52.7574714,0.0,
160.00,-3.239987,52.757133599999996,0.0,
170.00,-3.236988,52.7568005,0.0,
180.00,-3.234121,52.7569107,0.0,
190.00,-3.232312,52.7570306,0.0,
200.00,-3.230791,52.757071599999996,0.0,
210.00,-3.229142,52.757080699999996,0.0,
220.00,-3.228004,52.7570026,0.0,
230.00,-3.227260,52.757842499999995,0.0,
240.00,-3.226544,52.7586331,0.0,
250.00,-3.225182,52.7601957,0.0,
260.00,-3.223619,52.7623695,0.0,
270.00,-3.220209,52.766630299999996,0.0,
280.00,-3.218160,52.7683786,0.0,
290.00,-3.215100,52.769447299999996,0.0,
300.00,-3.212210,52.7707227,0.0,
310.00,-3.206886,52.772844899999996,0.0,
320.00,-3.203818,52.7732283,0.0,
330.00,-3.201430,52.7738057,0.0,
340.00,-3.199492,52.774623299999995,0.0,
350.00,-3.196804,52.775320699999995,0.0,
360.00,-3.193873,52.7760459,0.0,
370.00,-3.190905,52.776737399999995,0.0,
380.00,-3.184843,52.776955699999995,0.0,
390.00,-3.173095,52.7756498,0.0,
400.00,-3.170416,52.7753653,0.0,
410.00,-3.167486,52.7751421,0.0,
420.00,-3.164349,52.7749047,0.0,
430.00,-3.161395,52.7746347,0.0,
440.00,-3.159137,52.7744764,0.0,
450.00,-3.157740,52.7744128,0.0,
460.00,-3.153442,52.7746652,0.0,
470.00,-3.151478,52.7748716,0.0,
480.00,-3.149697,52.775457499999995,0.0,
490.00,-3.148534,52.7760104,0.0,
500.00,-3.146506,52.7766659,0.0,
510.00,-3.142918,52.7782547,0.0,
520.00,-3.139284,52.7805203,0.0,
530.00,-3.136454,52.781153599999996,0.0,
540.00,-3.133515,52.7815461,0.0,
550.00,-3.130647,52.7820823,0.0,
560.00,-3.125056,52.783674,0.0,
570.00,-3.119942,52.785073,0.0,
580.00,-3.118585,52.7868005,0.0,
590.00,-3.117228,52.7885463,0.0,
600.00,-3.115790,52.7902819,0.0,
610.00,-3.114172,52.791944,0.0,
620.00,-3.111435,52.7950976,0.0,
630.00,-3.111078,52.7967272,0.0,
640.00,-3.111176,52.8014131,0.0,
650.00,-3.109815,52.802107899999996,0.0,
660.00,-3.107465,52.803349399999995,0.0,
670.00,-3.104772,52.804154,0.0,
680.00,-3.101825,52.804243199999995,0.0,
690.00,-3.099196,52.804984,0.0,
700.00,-3.096317,52.805551699999995,0.0,
710.00,-3.093369,52.8059453,0.0,
